algorithm,instance,nodes,edges,diameter,diam_lB,diam_uB,radius,time,sep_size,balance,ratio,exit
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,5745,106,0.515200,0.164596,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4797,103,0.443683,0.176672,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4714,103,0.478566,0.167752,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4513,93,0.439245,0.159794,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4531,103,0.482031,0.166937,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4516,95,0.511905,0.147287,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4448,109,0.461360,0.182580,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4411,102,0.458878,0.170854,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4335,104,0.473193,0.170772,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4342,94,0.470679,0.154098,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4299,109,0.509178,0.170846,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4272,101,0.510740,0.157321,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4262,92,0.510689,0.142636,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4238,100,0.507937,0.156250,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4269,97,0.503160,0.152276,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4223,92,0.479070,0.148867,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4200,97,0.509120,0.151090,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4194,102,0.433535,0.177700,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4136,106,0.512780,0.165109,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4107,100,0.499605,0.157978,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4083,101,0.497634,0.160063,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4100,107,0.518043,0.165635,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4034,114,0.538336,0.172727,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4051,93,0.496860,0.146919,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4018,100,0.436130,0.173310,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4022,101,0.521635,0.155146,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3998,91,0.483294,0.146302,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3966,107,0.532794,0.162614,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3972,95,0.498820,0.149842,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3977,103,0.458109,0.172819,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3962,100,0.521217,0.153610,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3985,102,0.479345,0.165854,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3968,102,0.522053,0.156682,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3967,111,0.448620,0.189744,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3976,105,0.518429,0.162287,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3975,99,0.501580,0.155906,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3986,96,0.514718,0.148377,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3984,102,0.533118,0.154545,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3973,111,0.528317,0.169985,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3987,103,0.464865,0.171096,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3993,91,0.530874,0.137462,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3984,100,0.492537,0.159490,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3984,91,0.484448,0.146067,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3982,97,0.517544,0.149461,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4001,105,0.511164,0.163807,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4014,91,0.486760,0.145600,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3969,105,0.437785,0.181976,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4000,94,0.484424,0.151125,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3986,109,0.463622,0.181970,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3993,97,0.471771,0.159016,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3998,101,0.457406,0.169463,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3986,104,0.426637,0.183422,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4001,91,0.468462,0.149425,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4015,91,0.477554,0.147488,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3994,95,0.497642,0.150079,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4001,88,0.438676,0.150943,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3994,101,0.505948,0.158307,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4016,97,0.468364,0.159802,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4004,97,0.538399,0.145646,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4017,111,0.425660,0.196809,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3981,97,0.471771,0.159016,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4018,102,0.442249,0.175258,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4006,103,0.498420,0.163233,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4015,99,0.475932,0.161501,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3998,99,0.477078,0.161238,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4018,91,0.501967,0.142633,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3989,92,0.510689,0.142636,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4019,107,0.542787,0.160661,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3994,95,0.517928,0.146154,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4014,105,0.470132,0.173267,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3992,107,0.437358,0.185764,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4004,112,0.459042,0.188552,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4000,102,0.477043,0.166395,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4016,101,0.510740,0.157321,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3999,108,0.519679,0.166924,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4022,103,0.442586,0.176976,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3992,103,0.458109,0.172819,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4032,112,0.470405,0.185430,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3998,100,0.477449,0.162866,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4022,97,0.505538,0.151800,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3993,107,0.443936,0.183849,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4021,106,0.478532,0.172920,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,3996,99,0.493323,0.157643,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4015,108,0.434420,0.188482,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4008,108,0.539463,0.162896,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4006,103,0.454755,0.173693,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4020,102,0.474747,0.166939,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4022,110,0.541599,0.165663,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4004,97,0.480934,0.156958,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4023,102,0.531881,0.154780,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4015,95,0.484801,0.152733,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4024,104,0.533981,0.157576,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4012,106,0.541090,0.159398,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4021,93,0.495686,0.147152,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4000,99,0.503956,0.155416,bfs_level
LT,delaunay/delaunay_2000,2000,5994,31,30,54,27,4030,104,0.472050,0.171053,bfs_level
