algorithm,instance,nodes,edges,diameter,diam_lB,diam_uB,radius,time,sep_size,balance,ratio,exit
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,9461,56,0.881897,0.061471,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,8214,55,0.491564,0.085803,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,8291,59,0.992813,0.061013,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,8427,59,0.592289,0.081717,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,8532,56,0.926660,0.059893,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,8418,60,0.821596,0.068571,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,8445,56,0.971602,0.058455,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,8344,59,0.829406,0.067045,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,8420,58,0.872710,0.064088,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,8349,61,0.820657,0.069794,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,8167,58,0.496148,0.090062,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,8135,55,0.493856,0.085537,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,7991,58,0.967579,0.060733,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,7945,58,0.801484,0.067130,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,7851,56,0.489655,0.087637,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,7915,55,0.587755,0.076389,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,7837,57,0.800741,0.065972,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,7923,58,0.883608,0.063666,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,7898,60,0.858238,0.066964,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,7899,60,0.997940,0.061920,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,7995,60,0.596708,0.082759,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,7956,59,0.612126,0.080054,short_main_separator
HP,delaunay/delaunay_2000,2000,5994,31,30,54,27,8033,59,0.810634,0.067894,short_main_separator
