algorithm,instance,nodes,edges,diameter,diam_lB,diam_uB,radius,time,sep_size,balance,ratio,exit
Dual,table/globe/globe_100_100,20002,40200,101,101,201,101,41499,200,0.500493,0.030280,bfs_level
Dual_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,110,200,0.500493,0.030280,post
Dual,table/globe/globe_100_100,20002,40200,101,101,201,101,37809,200,0.500493,0.030280,bfs_level
Dual_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,99,200,0.500493,0.030280,post
Dual,table/globe/globe_100_100,20002,40200,101,101,201,101,40116,200,0.500493,0.030280,bfs_level
Dual_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,108,200,0.500493,0.030280,post
Dual,table/globe/globe_100_100,20002,40200,101,101,201,101,41106,200,0.500493,0.030280,bfs_level
Dual_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,107,200,0.500493,0.030280,post
Dual,table/globe/globe_100_100,20002,40200,101,101,201,101,43131,200,0.500493,0.030280,bfs_level
Dual_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,103,200,0.500493,0.030280,post
Dual,table/globe/globe_100_100,20002,40200,101,101,201,101,41831,200,0.500493,0.030280,bfs_level
Dual_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,111,200,0.500493,0.030280,post
Dual,table/globe/globe_100_100,20002,40200,101,101,201,101,42733,200,0.500493,0.030280,bfs_level
Dual_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,103,200,0.500493,0.030280,post
Dual,table/globe/globe_100_100,20002,40200,101,101,201,101,41342,200,0.500493,0.030280,bfs_level
Dual_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,103,200,0.500493,0.030280,post
Dual,table/globe/globe_100_100,20002,40200,101,101,201,101,41544,200,0.500493,0.030280,bfs_level
Dual_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,105,200,0.500493,0.030280,post
Dual,table/globe/globe_100_100,20002,40200,101,101,201,101,43249,200,0.500493,0.030280,bfs_level
Dual_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,104,200,0.500493,0.030280,post
Dual,table/globe/globe_100_100,20002,40200,101,101,201,101,44458,200,0.500493,0.030280,bfs_level
Dual_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,105,200,0.500493,0.030280,post
Dual,table/globe/globe_100_100,20002,40200,101,101,201,101,42678,200,0.500493,0.030280,bfs_level
Dual_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,106,200,0.500493,0.030280,post
Dual,table/globe/globe_100_100,20002,40200,101,101,201,101,46538,200,0.500493,0.030280,bfs_level
Dual_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,110,200,0.500493,0.030280,post
Dual,table/globe/globe_100_100,20002,40200,101,101,201,101,44523,200,0.500493,0.030280,bfs_level
Dual_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,110,200,0.500493,0.030280,post
Dual,table/globe/globe_100_100,20002,40200,101,101,201,101,45613,200,0.500493,0.030280,bfs_level
Dual_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,111,200,0.500493,0.030280,post
Dual,table/globe/globe_100_100,20002,40200,101,101,201,101,44039,200,0.500493,0.030280,bfs_level
Dual_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,116,200,0.500493,0.030280,post
Dual,table/globe/globe_100_100,20002,40200,101,101,201,101,45149,200,0.500493,0.030280,bfs_level
Dual_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,116,200,0.500493,0.030280,post
Dual,table/globe/globe_100_100,20002,40200,101,101,201,101,44486,200,0.500493,0.030280,bfs_level
Dual_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,114,200,0.500493,0.030280,post
Dual,table/globe/globe_100_100,20002,40200,101,101,201,101,45637,200,0.500493,0.030280,bfs_level
Dual_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,113,200,0.500493,0.030280,post
Dual,table/globe/globe_100_100,20002,40200,101,101,201,101,44487,200,0.500493,0.030280,bfs_level
Dual_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,113,200,0.500493,0.030280,post
Dual,table/globe/globe_100_100,20002,40200,101,101,201,101,46192,200,0.500493,0.030280,bfs_level
Dual_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,113,200,0.500493,0.030280,post
Dual,table/globe/globe_100_100,20002,40200,101,101,201,101,45915,200,0.500493,0.030280,bfs_level
Dual_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,111,200,0.500493,0.030280,post
Dual,table/globe/globe_100_100,20002,40200,101,101,201,101,45164,200,0.500493,0.030280,bfs_level
Dual_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,114,200,0.500493,0.030280,post
Dual,table/globe/globe_100_100,20002,40200,101,101,201,101,45992,200,0.500493,0.030280,bfs_level
Dual_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,113,200,0.500493,0.030280,post
Dual,table/globe/globe_100_100,20002,40200,101,101,201,101,44745,200,0.500493,0.030280,bfs_level
Dual_NE,table/globe/globe_100_100,20002,40200,101,101,201,101,119,200,0.500493,0.030280,post
